,listingAddress,unitNumber,listingId,rentAmount,rentType,bedrooms,bathrooms,housingType,dateAvailable,gmapLatitude,gmapLongitude,pets,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate
616,120 BLAIR STREET,00,622.0,865.0,Price per Person,3,2,Rent,2019-07-01T04:00:00.000Z,42.4382022,-76.4861272,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
617,812 STATE STREET E,00,623.0,875.0,Price per Person,6,3,Rent,2020-06-01T04:00:00.000Z,42.4375996,-76.48595308209688,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
618,101 EDDY STREET,00,624.0,795.0,Price per Person,8,3,Rent,2019-07-01T04:00:00.000Z,42.4380359,-76.4870059,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
619,5 Cinema Drive,,625.0,1490.0,Price per Unit,2,1.5,Rent,2017-08-24T04:00:00.000Z,42.47851,-76.477198,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
620,230 LINDEN AVENUE,03,626.0,1095.0,Price per Person,1,1,Rent,2021-08-01T04:00:00.000Z,42.4408918,-76.48446488260012,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
621,509-15 LAKE STREET,D5,627.0,995.0,Price per Unit,2,1,Rent,2017-08-25T04:00:00.000Z,42.45560525625195,-76.4954061,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
622,113 Valentine Place,,628.0,2320.0,Price per Unit,2,2,Rent,2021-06-10T04:00:00.000Z,42.435611087992996,-76.4854823,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
623,107 Wiedmaier Ct.,A,629.0,475.0,Price per Person,3,2,Share,2017-10-31T04:00:00.000Z,42.412459,-76.450277,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
624,514 E Buffalo St,,630.0,1000.0,Price per Unit,1,1,Rent,2017-08-25T04:00:00.000Z,42.4417661,-76.491173,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
625,805 SENECA STREET E,,631.0,895.0,Price per Unit,2,1,Rent,2021-06-01T04:00:00.000Z,42.4405371,-76.4879414,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
626,114 EDDY STREET,"House No.2, Collegetown",632.0,695.0,Price per Person,2,1,Room to Rent,2017-09-01T04:00:00.000Z,42.4387107,-76.4875847,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
627,403 COLLEGE AVENUE,5,633.0,700.0,Price per Person,8,2,Rent,2018-01-01T05:00:00.000Z,42.44182,-76.4850604,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
628,216 Kelvin Place,,634.0,2400.0,Price per Unit,3,1.5,Rent,2017-08-28T04:00:00.000Z,42.4567707,-76.4840036,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
629,309 EDDY STREET,2A,635.0,1000.0,Price per Person,4,2,Room to Rent,2018-01-02T05:00:00.000Z,42.4408462,-76.48767937768055,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
630,202-04 Dryden Road,Apt. A,636.0,850.0,Price per Unit,4,1.5,Room to Rent,2017-12-16T05:00:00.000Z,42.4417459,-76.4848117,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
631,118 BLAIR STREET,2,637.0,950.0,Price per Person,3,2.5,Room to Rent,2018-01-01T05:00:00.000Z,42.4380552,-76.4861102,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
632,505 CASCADILLA STREET,1,638.0,1650.0,Price per Unit,3,1,Rent,2017-08-30T04:00:00.000Z,42.4442254,-76.5062908,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
633,188 Pleasant Grove Road #2,,639.0,1300.0,Price per Unit,2,2,Rent,2017-09-01T04:00:00.000Z,42.4669416,-76.4780406,Yes,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
634,138 LINDEN AVENUE,00,640.0,975.0,Price per Person,6,2,Rent,2021-06-10T04:00:00.000Z,42.43921719999999,-76.4843775,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
635,249 Vanbuskirk Road,,641.0,1000.0,Price per Unit,2,1,Rent,2017-08-30T04:00:00.000Z,42.311785769592255,-76.55708,No,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
636,1400 Spring St. Ext.,,642.0,800.0,Price per Unit,2,1,Rent,2018-07-16T04:00:00.000Z,42.590874,-76.451216,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
637,404-06 University Ave,Apt. 1,643.0,650.0,Price per Person,1,1,Room to Rent,2017-12-15T05:00:00.000Z,42.4476509,-76.49314767559261,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
638,222 Sydney Terrace,,644.0,1275.0,Price per Unit,1,1,Rent,2017-09-17T04:00:00.000Z,42.3909789,-76.5864692,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
639,312 COLLEGE AVENUE,614,646.0,1265.0,Price per Person,3,2,Rent,2018-01-01T05:00:00.000Z,42.44089760000001,-76.48577459220651,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
640,317-21 EDDY STREET,5,647.0,725.0,Price per Person,3,1,Share,2018-01-02T05:00:00.000Z,42.441596175021964,-76.48709,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
641,109 COOK STREET,Apartment #1,648.0,700.0,Price per Unit,4,2,Room to Rent,2017-12-17T05:00:00.000Z,42.4393591,-76.4864667,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
642,114 HIGHLAND PLACE,#2,649.0,700.0,Price per Unit,4,1,Room to Rent,2018-01-01T05:00:00.000Z,42.4430931349175,-76.488603,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
643,10 Elderado Drive,1,650.0,1250.0,Price per Unit,2,2,Rent,2017-10-15T04:00:00.000Z,42.53994059745854,-76.6506454,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
644,878 Tollgate Hill Rd,House,651.0,1050.0,Price per Unit,2,2,Rent,2017-09-01T04:00:00.000Z,42.660358,-76.38356999999999,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
645,347 East 62nd Street,Triplex,652.0,3300.0,Price per Unit,4,2,Rent,2017-09-02T04:00:00.000Z,40.762016,-73.9612609,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
646,113-19 Dryden Road,Apt. 5A,653.0,875.0,Price per Person,1,2,Room to Rent,2018-01-09T05:00:00.000Z,42.441784818784484,-76.48672557976226,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
647,10 Leroy Avenue,,654.0,2300.0,Price per Unit,3,2,Rent,2017-11-05T04:00:00.000Z,42.53955029999999,-76.54128159999999,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
648,"43 Etna Road, apt B",B,655.0,900.0,Price per Unit,2,2,Rent,2017-09-05T04:00:00.000Z,42.4876179067125,-76.3893767,No,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
649,128 BLAIR STREET,,656.0,925.0,Price per Person,4,2,Rent,2018-08-02T04:00:00.000Z,42.4389057,-76.4860964,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
650,119 BLAIR STREET,4,657.0,900.0,Price per Person,studio,1,Rent,2020-08-15T04:00:00.000Z,42.43836570000001,-76.48560499999999,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
651,119 BLAIR STREET,4,658.0,850.0,Price per Person,studio,1,Rent,2018-08-19T04:00:00.000Z,42.43836570000001,-76.48534227714642,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
652,705 BUFFALO STREET E,705 E Buffalo Street,659.0,995.0,Price per Person,2,1,Rent,2018-07-20T04:00:00.000Z,42.4413658,-76.48829740000001,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
653,105-07 QUARRY STREET N,107-2,660.0,785.0,Price per Person,5,2,Rent,2019-06-05T04:00:00.000Z,42.43905818817822,-76.48819,Yes,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
654,612 CLINTON STREET W,,661.0,600.0,Price per Person,3,2,Room to Rent,2018-01-21T05:00:00.000Z,42.436865,-76.506598,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
655,303 CORNELL STREET,Apartment A,662.0,585.0,Price per Person,1,1,Room to Rent,2018-01-01T05:00:00.000Z,42.4400903,-76.477497,No,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
656,222 summerhill dr apt 5,,663.0,800.0,Price per Person,2,2,Rent,2017-09-10T04:00:00.000Z,42.438378107125104,-76.46073609999999,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
657,222 summerhill dr apt 5,5,664.0,800.0,Price per Person,2,2,Room to Rent,2017-09-10T04:00:00.000Z,42.4384117,-76.46073609999999,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
658,307 COLLEGE AVENUE,203,665.0,1385.0,Price per Person,2,1,Rent,2017-12-16T05:00:00.000Z,42.44067829999999,-76.48478899999999,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
659,846 Snyder Hill Rd,A,666.0,995.0,Price per Unit,2,1,Rent,2017-09-12T04:00:00.000Z,42.4106302,-76.39945089999999,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
660,130 Snyder Hill Rd,,667.0,2000.0,Price per Unit,4,2,Rent,2018-10-08T04:00:00.000Z,42.4288787,-76.4585063,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
661,309 EDDY STREET,4A,668.0,975.0,Price per Person,4,1.5,Rent,2018-06-15T04:00:00.000Z,42.44131927936189,-76.4874305,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
662,1415 Slaterville Road,,669.0,1795.0,Price per Unit,3,1.5,Rent,2017-09-15T04:00:00.000Z,42.427713,-76.47032,Yes,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
663,400 SPENCER ROAD,C228,670.0,1100.0,Price per Unit,2,1,Rent,2017-09-13T04:00:00.000Z,42.4275301,-76.5061016,No,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
664,412 University Ave,1,671.0,650.0,Price per Person,5,2,Rent,2019-08-23T04:00:00.000Z,42.44845617673536,-76.49251880104009,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
665,412 University Ave Apt 3,3,672.0,725.0,Price per Person,4,1,Rent,2019-08-21T04:00:00.000Z,42.448265027591255,-76.4931287474908,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
666,480 Lansingville Road,#1,673.0,1375.0,Price per Unit,3,1.5,Rent,2018-02-01T05:00:00.000Z,42.59012414158148,-76.55447099999999,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,404-06 OAK AVENUE,,674.0,750.0,Price per Person,3,3,Rent,2018-03-14T04:00:00.000Z,42.441863,-76.48031158171987,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
668,136 Forest Home Drive,,675.0,600.0,Price per Person,1,2,Room to Rent,2019-05-27T04:00:00.000Z,42.4530866,-76.47154309999999,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
669,565 Daisy Hollow Road,,676.0,400.0,Price per Unit,1,1,Rent,2018-08-12T04:00:00.000Z,42.437491,-76.24006790000001,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
670,108 CATHERINE STREET,top floor,677.0,500.0,Price per Person,1,1,Share,2018-01-01T05:00:00.000Z,42.4404174,-76.4866215,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,202-04 UNIVERSITY AVENUE,2,678.0,765.0,Price per Person,2,1,Rent,2018-06-01T04:00:00.000Z,42.445,-76.49371053979132,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
672,110 DRYDEN ROAD,3B,679.0,700.0,Price per Person,2,1,Share,2017-12-17T05:00:00.000Z,42.441778,-76.48622352613036,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
673,314 PLAIN STREET N,apt 1,680.0,850.0,Price per Person,3,1,Room to Rent,2018-07-01T04:00:00.000Z,42.4417458,-76.5043226,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
674,120 WAIT AVENUE,,681.0,475.0,Price per Person,1,3,Rent,2020-01-01T05:00:00.000Z,42.454538,-76.4843033,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
675,301 COLLEGE AVENUE,2A,682.0,885.0,Price per Person,1,1,Rent,2018-01-01T05:00:00.000Z,42.4404008,-76.4848122,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
676,34 Meadowlark Dr,,683.0,1550.0,Price per Unit,3,2,Rent,2018-05-01T04:00:00.000Z,42.4724387,-76.4463507,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
677,113 QUARRY STREET N,1,684.0,695.0,Price per Person,3,1,Rent,2020-08-01T04:00:00.000Z,42.43934309999999,-76.4883409,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
678,213 PARK PLACE,1,685.0,2050.0,Price per Unit,2,1,Rent,2018-01-01T05:00:00.000Z,42.4429513,-76.5055872,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
679,1170 East Shore Drive,,686.0,3000.0,Price per Unit,4,3,Rent,2017-11-24T05:00:00.000Z,42.47928220000001,-76.50878329999999,No,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
680,2 Lisa Lane,2A,687.0,800.0,Price per Unit,1,1,Rent,2017-09-25T04:00:00.000Z,42.4708089,-76.4748803,No,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
681,120 Oak Avenue,,688.0,1190.0,Price per Unit,1,1,Rent,2021-06-06T04:00:00.000Z,42.4427719873871,-76.483732,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
682,120 Oak Avenue,2,690.0,1190.0,Price per Person,1,1,Rent,2021-06-06T04:00:00.000Z,42.4427272,-76.483732,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
683,312 COLLEGE AVENUE,615,691.0,1200.0,Price per Person,3,2,Rent,2018-01-01T05:00:00.000Z,42.44089760000001,-76.48565139956695,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
684,120 Oak Avenue,3,693.0,865.0,Price per Person,2,1,Rent,2018-08-16T04:00:00.000Z,42.4427272,-76.48346628367187,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
685,202 COLLEGE AVENUE,,695.0,910.0,Price per Person,4,1,Rent,2018-08-27T04:00:00.000Z,42.4397405,-76.48548122692765,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,328 PLEASANT STREET,2nd Floor,696.0,1250.0,Price per Unit,3,1,Rent,2017-09-27T04:00:00.000Z,-0.000012069940559393391,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
687,201 WYCKOFF AVENUE,,697.0,665.0,Price per Person,6,2,Room to Rent,2018-01-01T05:00:00.000Z,42.453913,-76.483561,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,108 GENEVA STREET N,7,698.0,825.0,Price per Unit,studio,1,Rent,2017-09-28T04:00:00.000Z,42.4398617,-76.5009194,Yes,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
689,403 COLLEGE AVENUE,5,699.0,1150.0,Price per Person,8,2,Rent,2018-06-15T04:00:00.000Z,42.44182,-76.4850604,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
690,124 ROBERTS PLACE,2,700.0,1200.0,Price per Person,2,2,Rent,2021-06-01T04:00:00.000Z,42.4532586,-76.4847649,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
691,201 Christopher Lane,,701.0,1500.0,Price per Person,1,1,Share,2018-01-15T05:00:00.000Z,42.4713897,-76.4710369,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
692,717 BUFFALO STREET E,,702.0,690.0,Price per Person,1,4,Room to Rent,2019-08-10T04:00:00.000Z,42.44157999999999,-76.487541,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
693,307 COLLEGE AVENUE,,703.0,1675.0,Price per Unit,studio,1,Rent,2017-12-17T05:00:00.000Z,42.4407648,-76.4845173,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
694,316 CASCADILLA STREET,1,704.0,1125.0,Price per Unit,1,1,Rent,2017-12-15T05:00:00.000Z,42.4446586,-76.5032157,Yes,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
695,770 Ringwood Road,,705.0,515.0,Price per Person,4,1.5,Share,2018-08-18T04:00:00.000Z,42.435993,-76.378007,Yes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
696,312-24 THURSTON AVENUE,C24,706.0,1600.0,Price per Unit,2,2,Rent,2018-01-01T05:00:00.000Z,42.454351,-76.48542499999999,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
697,113-19 DRYDEN ROAD,9-J,707.0,1360.0,Price per Unit,studio,1,Rent,2018-01-01T05:00:00.000Z,42.4414247,-76.4864379,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
698,113-19 DRYDEN ROAD,9-J,708.0,1360.0,Price per Unit,studio,1,Rent,2018-01-01T05:00:00.000Z,42.4414247,-76.4864379,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
699,314 PLAIN STREET N,2,709.0,1250.0,Price per Unit,3,1,Rent,2017-11-01T04:00:00.000Z,42.4417458,-76.5043226,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
700,209 AURORA STREET N,,710.0,2000.0,Price per Unit,2,1,Rent,2017-12-07T05:00:00.000Z,42.44086157853908,-76.49551471719667,No,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701,221 Eddy Street,,711.0,845.0,Price per Person,1,1,Rent,2019-08-01T04:00:00.000Z,42.4405923,-76.48703189999999,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
702,220 LINN STREET,,712.0,550.0,Price per Person,3,1,Room to Rent,2018-08-20T04:00:00.000Z,42.4459536,-76.494996,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
